scenario_id,model,display_name,method,joint_revision_success,memory_state_accuracy,num_events,num_expected_evidence,approx_token_count
case-203915,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203916,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203917,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203918,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203919,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203920,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203921,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203922,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203923,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203924,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203925,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203926,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203927,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203928,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203929,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203930,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203931,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203932,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203933,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203934,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203935,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203936,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203937,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203938,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203939,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203940,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203941,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203942,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203943,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203944,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203945,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203946,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203947,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203948,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203949,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203950,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203951,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203952,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203953,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203954,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203955,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203956,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203957,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203958,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203959,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203960,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203961,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203962,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203963,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203964,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203965,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203966,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203967,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203968,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203969,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203970,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203971,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203972,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203973,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203974,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203975,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203976,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203977,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203978,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203979,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203980,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203981,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203982,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203983,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203984,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203985,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203986,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203987,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203988,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203989,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203990,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203991,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203992,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203993,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-203994,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203995,llama3_1_8b,Llama-3.1-8B,MemPatch,0.0,1.0,7,2,226
case-203996,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203997,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,229
case-203998,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,223
case-203999,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,233
case-204000,llama3_1_8b,Llama-3.1-8B,MemPatch,1.0,1.0,7,2,219
case-203501,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203502,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203503,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203504,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203505,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203506,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203507,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203508,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203509,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203510,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203511,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203512,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203513,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203514,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203515,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203516,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203517,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203518,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203519,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203520,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203521,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203522,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203523,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203524,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203525,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203526,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203527,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203528,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203529,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203530,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203531,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203532,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203533,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203534,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203535,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203536,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203537,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203538,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203539,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203540,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203541,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203542,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203543,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203544,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203545,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203546,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203547,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203548,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203549,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203550,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203551,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203552,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203553,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203554,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203555,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203556,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203557,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203558,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203559,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203560,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203561,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203562,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203563,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203564,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203565,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203566,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203567,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203568,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203569,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203570,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203571,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203572,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203573,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203574,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203575,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203576,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203577,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203578,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203579,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203580,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203581,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203582,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203583,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203584,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203585,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203586,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203587,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203588,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203589,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203590,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203591,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203592,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203593,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203594,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203595,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203596,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203597,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203598,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203599,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203600,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203601,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203602,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203603,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203604,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203605,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203606,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203607,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203608,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203609,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203610,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203611,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203612,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203613,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203614,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203615,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203616,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203617,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203618,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203619,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203620,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203621,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203622,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203623,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203624,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203625,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203626,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203627,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203628,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203629,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203630,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203631,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203632,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203633,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203634,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203635,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203636,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203637,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203638,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203639,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203640,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203641,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203642,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203643,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203644,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203645,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203646,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203647,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203648,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,229
case-203649,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,220
case-203650,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,1.0,7,2,223
case-203651,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203652,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203653,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203654,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203655,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203656,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203657,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203658,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203659,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203660,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203661,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203662,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203663,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203664,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203665,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203666,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203667,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203668,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203669,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203670,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203671,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203672,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203673,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203674,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203675,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203676,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203677,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203678,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203679,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203680,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203681,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203682,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203683,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203684,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203685,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203686,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203687,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203688,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203689,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203690,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203691,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203692,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203693,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203694,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203695,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203696,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203697,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203698,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203699,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203700,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203701,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203702,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203703,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203704,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203705,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
case-203706,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,233
case-203707,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,230
case-203708,mistral_nemo_12b,Mistral-Nemo-12B,Direct,0.0,0.6666666666666666,7,2,231
